manufacturer_slug,name,year_released,year_discontinued,category,target_use,is_current,cell_count,line_material,riser_config,manufacturer_url,description,size_label,flat_area_m2,flat_span_m,flat_aspect_ratio,proj_area_m2,proj_span_m,proj_aspect_ratio,wing_weight_kg,ptv_min_kg,ptv_max_kg,speed_trim_kmh,speed_max_kmh,glide_ratio_best,min_sink_ms,cert_standard,cert_classification,cert_test_lab,cert_test_date,cert_report_url
ozone,Rush 3,2009,2013,paraglider,xc,false,57,Porcher Skytex 40 / Skytex 27 classic,3-liner,https://flyozone.com/paragliders/products/gliders/rush-3,EN-B with 27g light bottom surface and G-string LE. 57 cells. 5 sizes XS–XL.,XS,20.5,10.52,5.4,17.3,8.37,4.05,4.65,55,75,,,,,EN,B,,,
ozone,Rush 3,2009,2013,paraglider,xc,false,57,Porcher Skytex 40 / Skytex 27 classic,3-liner,https://flyozone.com/paragliders/products/gliders/rush-3,EN-B with 27g light bottom surface and G-string LE. 57 cells. 5 sizes XS–XL.,S,22.5,11.02,5.4,19.0,8.77,4.05,4.95,65,85,,,,,EN,B,,,
ozone,Rush 3,2009,2013,paraglider,xc,false,57,Porcher Skytex 40 / Skytex 27 classic,3-liner,https://flyozone.com/paragliders/products/gliders/rush-3,EN-B with 27g light bottom surface and G-string LE. 57 cells. 5 sizes XS–XL.,M,24.5,11.5,5.4,20.7,9.16,4.05,5.2,75,100,,,,,EN,B,,,
ozone,Rush 3,2009,2013,paraglider,xc,false,57,Porcher Skytex 40 / Skytex 27 classic,3-liner,https://flyozone.com/paragliders/products/gliders/rush-3,EN-B with 27g light bottom surface and G-string LE. 57 cells. 5 sizes XS–XL.,L,27.0,12.07,5.4,22.8,9.61,4.05,5.6,90,115,,,,,EN,B,,,
ozone,Rush 3,2009,2013,paraglider,xc,false,57,Porcher Skytex 40 / Skytex 27 classic,3-liner,https://flyozone.com/paragliders/products/gliders/rush-3,EN-B with 27g light bottom surface and G-string LE. 57 cells. 5 sizes XS–XL.,XL,29.5,12.62,5.4,24.9,10.04,4.05,6.0,105,130,,,,,EN,B,,,
ozone,Rush 4,2013,2018,paraglider,xc,false,62,Porcher Skytex 40 / Dominico DOKDO 30D MF,3-liner,https://flyozone.com/paragliders/products/gliders/rush-4,"EN-B XC. 62 cells, AR 5.55. SharkNose, G-string LE. 6 sizes XS–XL.",XS,21.4,10.9,5.55,18.0,8.55,4.06,4.65,55,72,,,,,EN,B,,,
ozone,Rush 4,2013,2018,paraglider,xc,false,62,Porcher Skytex 40 / Dominico DOKDO 30D MF,3-liner,https://flyozone.com/paragliders/products/gliders/rush-4,"EN-B XC. 62 cells, AR 5.55. SharkNose, G-string LE. 6 sizes XS–XL.",S,23.8,11.49,5.55,20.1,9.02,4.05,5.0,65,85,,,,,EN,B,,,
ozone,Rush 4,2013,2018,paraglider,xc,false,62,Porcher Skytex 40 / Dominico DOKDO 30D MF,3-liner,https://flyozone.com/paragliders/products/gliders/rush-4,"EN-B XC. 62 cells, AR 5.55. SharkNose, G-string LE. 6 sizes XS–XL.",MS,25.1,11.8,5.55,21.2,9.27,4.05,5.3,75,95,,,,,EN,B,,,
ozone,Rush 4,2013,2018,paraglider,xc,false,62,Porcher Skytex 40 / Dominico DOKDO 30D MF,3-liner,https://flyozone.com/paragliders/products/gliders/rush-4,"EN-B XC. 62 cells, AR 5.55. SharkNose, G-string LE. 6 sizes XS–XL.",ML,26.5,12.13,5.55,22.3,9.51,4.05,5.55,85,105,,,,,EN,B,,,
ozone,Rush 4,2013,2018,paraglider,xc,false,62,Porcher Skytex 40 / Dominico DOKDO 30D MF,3-liner,https://flyozone.com/paragliders/products/gliders/rush-4,"EN-B XC. 62 cells, AR 5.55. SharkNose, G-string LE. 6 sizes XS–XL.",L,28.1,12.48,5.55,23.7,9.78,4.03,5.8,95,115,,,,,EN,B,,,
ozone,Rush 4,2013,2018,paraglider,xc,false,62,Porcher Skytex 40 / Dominico DOKDO 30D MF,3-liner,https://flyozone.com/paragliders/products/gliders/rush-4,"EN-B XC. 62 cells, AR 5.55. SharkNose, G-string LE. 6 sizes XS–XL.",XL,30.8,13.08,5.55,26.0,10.25,4.04,6.1,110,130,,,,,EN,B,,,
ozone,Rush 5,2018,2022,paraglider,xc,false,62,Dominico 30D / Porcher 7000 E71,3-liner (G-strings),https://flyozone.com/paragliders/products/gliders/rush-5,"EN-B XC. 62 cells, AR 5.65. G-string LE, new profile. 6 sizes XS–XL.",XS,19.8,10.58,5.65,16.7,8.27,4.1,4.5,55,72,,,,,EN,B,,,
ozone,Rush 5,2018,2022,paraglider,xc,false,62,Dominico 30D / Porcher 7000 E71,3-liner (G-strings),https://flyozone.com/paragliders/products/gliders/rush-5,"EN-B XC. 62 cells, AR 5.65. G-string LE, new profile. 6 sizes XS–XL.",S,22.2,11.2,5.65,18.8,8.78,4.1,4.8,65,85,,,,,EN,B,,,
ozone,Rush 5,2018,2022,paraglider,xc,false,62,Dominico 30D / Porcher 7000 E71,3-liner (G-strings),https://flyozone.com/paragliders/products/gliders/rush-5,"EN-B XC. 62 cells, AR 5.65. G-string LE, new profile. 6 sizes XS–XL.",MS,23.7,11.57,5.65,20.1,9.08,4.1,5.1,75,95,,,,,EN,B,,,
ozone,Rush 5,2018,2022,paraglider,xc,false,62,Dominico 30D / Porcher 7000 E71,3-liner (G-strings),https://flyozone.com/paragliders/products/gliders/rush-5,"EN-B XC. 62 cells, AR 5.65. G-string LE, new profile. 6 sizes XS–XL.",ML,25.0,11.88,5.65,21.2,9.32,4.1,5.35,85,105,,,,,EN,B,,,
ozone,Rush 5,2018,2022,paraglider,xc,false,62,Dominico 30D / Porcher 7000 E71,3-liner (G-strings),https://flyozone.com/paragliders/products/gliders/rush-5,"EN-B XC. 62 cells, AR 5.65. G-string LE, new profile. 6 sizes XS–XL.",L,26.3,12.19,5.65,22.3,9.56,4.1,5.6,95,115,,,,,EN,B,,,
ozone,Rush 5,2018,2022,paraglider,xc,false,62,Dominico 30D / Porcher 7000 E71,3-liner (G-strings),https://flyozone.com/paragliders/products/gliders/rush-5,"EN-B XC. 62 cells, AR 5.65. G-string LE, new profile. 6 sizes XS–XL.",XL,28.2,12.62,5.65,23.9,9.9,4.1,5.9,110,130,,,,,EN,B,,,
ozone,Swift,2007,2009,paraglider,xc,false,55,Porcher Skytex 36g / 27g classic,3-liner,https://flyozone.com/paragliders/products/gliders/swift,Original lightweight B-class wing. Same design as Rush 2 in lighter materials. 5 sizes XS–L.,XS,21.0,10.55,5.3,17.7,8.41,4.0,3.85,55,75,,,,,EN,B,,,
ozone,Swift,2007,2009,paraglider,xc,false,55,Porcher Skytex 36g / 27g classic,3-liner,https://flyozone.com/paragliders/products/gliders/swift,Original lightweight B-class wing. Same design as Rush 2 in lighter materials. 5 sizes XS–L.,S,23.0,11.04,5.3,19.4,8.81,4.0,4.1,65,85,,,,,EN,B,,,
ozone,Swift,2007,2009,paraglider,xc,false,55,Porcher Skytex 36g / 27g classic,3-liner,https://flyozone.com/paragliders/products/gliders/swift,Original lightweight B-class wing. Same design as Rush 2 in lighter materials. 5 sizes XS–L.,MS,25.0,11.51,5.3,21.0,9.17,4.0,4.4,75,95,,,,,EN,B,,,
ozone,Swift,2007,2009,paraglider,xc,false,55,Porcher Skytex 36g / 27g classic,3-liner,https://flyozone.com/paragliders/products/gliders/swift,Original lightweight B-class wing. Same design as Rush 2 in lighter materials. 5 sizes XS–L.,ML,27.0,11.96,5.3,22.7,9.53,4.0,4.7,85,105,,,,,EN,B,,,
ozone,Swift,2007,2009,paraglider,xc,false,55,Porcher Skytex 36g / 27g classic,3-liner,https://flyozone.com/paragliders/products/gliders/swift,Original lightweight B-class wing. Same design as Rush 2 in lighter materials. 5 sizes XS–L.,L,29.0,12.4,5.3,24.4,9.88,4.0,5.05,95,115,,,,,EN,B,,,
ozone,Swift 2,2009,2012,paraglider,xc,false,57,Porcher Skytex 36g / 27g classic,3-liner,https://flyozone.com/paragliders/products/gliders/swift-2,Lightweight EN-B based on Rush 3. 57 cells. 5 sizes XS–L.,XS,20.5,10.52,5.4,17.3,8.37,4.05,3.6,55,75,,,,,EN,B,,,
ozone,Swift 2,2009,2012,paraglider,xc,false,57,Porcher Skytex 36g / 27g classic,3-liner,https://flyozone.com/paragliders/products/gliders/swift-2,Lightweight EN-B based on Rush 3. 57 cells. 5 sizes XS–L.,S,22.5,11.02,5.4,19.0,8.77,4.05,3.85,65,85,,,,,EN,B,,,
ozone,Swift 2,2009,2012,paraglider,xc,false,57,Porcher Skytex 36g / 27g classic,3-liner,https://flyozone.com/paragliders/products/gliders/swift-2,Lightweight EN-B based on Rush 3. 57 cells. 5 sizes XS–L.,MS,24.5,11.5,5.4,20.7,9.16,4.05,4.1,75,95,,,,,EN,B,,,
ozone,Swift 2,2009,2012,paraglider,xc,false,57,Porcher Skytex 36g / 27g classic,3-liner,https://flyozone.com/paragliders/products/gliders/swift-2,Lightweight EN-B based on Rush 3. 57 cells. 5 sizes XS–L.,ML,27.0,12.07,5.4,22.8,9.61,4.05,4.45,85,105,,,,,EN,B,,,
ozone,Swift 2,2009,2012,paraglider,xc,false,57,Porcher Skytex 36g / 27g classic,3-liner,https://flyozone.com/paragliders/products/gliders/swift-2,Lightweight EN-B based on Rush 3. 57 cells. 5 sizes XS–L.,L,29.0,12.51,5.4,24.5,9.96,4.05,4.75,95,115,,,,,EN,B,,,
ozone,Swift 3,2012,2016,paraglider,xc,false,60,Porcher Skytex 36g / 27g classic,3-liner,https://flyozone.com/paragliders/products/gliders/swift-3,"Lightweight EN-B based on Rush 4 predecessor. 60 cells, Sharknose. 5 sizes XS–L.",XS,20.5,10.62,5.5,17.3,8.42,4.1,3.6,55,75,,,,,EN,B,,,
ozone,Swift 3,2012,2016,paraglider,xc,false,60,Porcher Skytex 36g / 27g classic,3-liner,https://flyozone.com/paragliders/products/gliders/swift-3,"Lightweight EN-B based on Rush 4 predecessor. 60 cells, Sharknose. 5 sizes XS–L.",S,22.5,11.12,5.5,19.0,8.83,4.1,3.85,65,85,,,,,EN,B,,,
ozone,Swift 3,2012,2016,paraglider,xc,false,60,Porcher Skytex 36g / 27g classic,3-liner,https://flyozone.com/paragliders/products/gliders/swift-3,"Lightweight EN-B based on Rush 4 predecessor. 60 cells, Sharknose. 5 sizes XS–L.",MS,24.0,11.49,5.5,20.3,9.12,4.1,4.1,75,95,,,,,EN,B,,,
ozone,Swift 3,2012,2016,paraglider,xc,false,60,Porcher Skytex 36g / 27g classic,3-liner,https://flyozone.com/paragliders/products/gliders/swift-3,"Lightweight EN-B based on Rush 4 predecessor. 60 cells, Sharknose. 5 sizes XS–L.",ML,25.5,11.84,5.5,21.5,9.39,4.1,4.35,85,105,,,,,EN,B,,,
ozone,Swift 3,2012,2016,paraglider,xc,false,60,Porcher Skytex 36g / 27g classic,3-liner,https://flyozone.com/paragliders/products/gliders/swift-3,"Lightweight EN-B based on Rush 4 predecessor. 60 cells, Sharknose. 5 sizes XS–L.",L,27.0,12.19,5.5,22.8,9.67,4.1,4.6,95,115,,,,,EN,B,,,
ozone,Swift 4,2016,2018,paraglider,xc,false,57,Porcher Skytex 36g / 27g classic,3-liner (G-strings),https://flyozone.com/paragliders/products/gliders/swift-4,"Lightweight EN-B based on Rush 4. 57 cells, AR 5.55. 5 sizes XS–L.",XS,20.5,10.67,5.55,17.3,8.42,4.1,3.6,55,72,,,,,EN,B,,,
ozone,Swift 4,2016,2018,paraglider,xc,false,57,Porcher Skytex 36g / 27g classic,3-liner (G-strings),https://flyozone.com/paragliders/products/gliders/swift-4,"Lightweight EN-B based on Rush 4. 57 cells, AR 5.55. 5 sizes XS–L.",S,22.8,11.25,5.55,19.2,8.87,4.1,3.85,65,85,,,,,EN,B,,,
ozone,Swift 4,2016,2018,paraglider,xc,false,57,Porcher Skytex 36g / 27g classic,3-liner (G-strings),https://flyozone.com/paragliders/products/gliders/swift-4,"Lightweight EN-B based on Rush 4. 57 cells, AR 5.55. 5 sizes XS–L.",MS,24.3,11.61,5.55,20.5,9.17,4.1,4.1,75,95,,,,,EN,B,,,
ozone,Swift 4,2016,2018,paraglider,xc,false,57,Porcher Skytex 36g / 27g classic,3-liner (G-strings),https://flyozone.com/paragliders/products/gliders/swift-4,"Lightweight EN-B based on Rush 4. 57 cells, AR 5.55. 5 sizes XS–L.",ML,25.7,11.94,5.55,21.7,9.43,4.1,4.35,85,105,,,,,EN,B,,,
ozone,Swift 4,2016,2018,paraglider,xc,false,57,Porcher Skytex 36g / 27g classic,3-liner (G-strings),https://flyozone.com/paragliders/products/gliders/swift-4,"Lightweight EN-B based on Rush 4. 57 cells, AR 5.55. 5 sizes XS–L.",L,27.1,12.26,5.55,22.9,9.69,4.1,4.6,95,115,,,,,EN,B,,,
ozone,Swift 5,2018,2023,paraglider,xc,false,62,Dominico N20D / Porcher 7000 E71 (light),3-liner hybrid,https://flyozone.com/paragliders/products/gliders/swift-5,"Lightweight EN-B based on Rush 5. 62 cells, AR 5.65. 5 sizes XS–L.",XS,19.8,10.58,5.65,16.7,8.27,4.1,3.6,55,72,,,,,EN,B,,,
ozone,Swift 5,2018,2023,paraglider,xc,false,62,Dominico N20D / Porcher 7000 E71 (light),3-liner hybrid,https://flyozone.com/paragliders/products/gliders/swift-5,"Lightweight EN-B based on Rush 5. 62 cells, AR 5.65. 5 sizes XS–L.",S,22.2,11.2,5.65,18.8,8.78,4.1,3.9,65,85,,,,,EN,B,,,
ozone,Swift 5,2018,2023,paraglider,xc,false,62,Dominico N20D / Porcher 7000 E71 (light),3-liner hybrid,https://flyozone.com/paragliders/products/gliders/swift-5,"Lightweight EN-B based on Rush 5. 62 cells, AR 5.65. 5 sizes XS–L.",MS,23.7,11.57,5.65,20.1,9.08,4.1,4.2,75,95,,,,,EN,B,,,
ozone,Swift 5,2018,2023,paraglider,xc,false,62,Dominico N20D / Porcher 7000 E71 (light),3-liner hybrid,https://flyozone.com/paragliders/products/gliders/swift-5,"Lightweight EN-B based on Rush 5. 62 cells, AR 5.65. 5 sizes XS–L.",ML,25.0,11.88,5.65,21.2,9.32,4.1,4.4,85,105,,,,,EN,B,,,
ozone,Swift 5,2018,2023,paraglider,xc,false,62,Dominico N20D / Porcher 7000 E71 (light),3-liner hybrid,https://flyozone.com/paragliders/products/gliders/swift-5,"Lightweight EN-B based on Rush 5. 62 cells, AR 5.65. 5 sizes XS–L.",L,26.3,12.19,5.65,22.3,9.56,4.1,4.6,95,115,,,,,EN,B,,,
ozone,Buzz Z4,2014,2016,paraglider,school,false,45,Porcher Skytex 40 / Skytex 27 classic,3-liner,https://flyozone.com/paragliders/products/gliders/buzz-z4,Standard EN-A/B predecessor to Buzz Z5. 45 cells. 5 sizes XS–L.,XS,22.0,10.38,4.9,18.3,8.0,3.5,5.15,55,75,,,,,EN,A,,,
ozone,Buzz Z4,2014,2016,paraglider,school,false,45,Porcher Skytex 40 / Skytex 27 classic,3-liner,https://flyozone.com/paragliders/products/gliders/buzz-z4,Standard EN-A/B predecessor to Buzz Z5. 45 cells. 5 sizes XS–L.,S,24.0,10.84,4.9,20.0,8.37,3.5,5.45,65,85,,,,,EN,A,,,
ozone,Buzz Z4,2014,2016,paraglider,school,false,45,Porcher Skytex 40 / Skytex 27 classic,3-liner,https://flyozone.com/paragliders/products/gliders/buzz-z4,Standard EN-A/B predecessor to Buzz Z5. 45 cells. 5 sizes XS–L.,MS,26.0,11.29,4.9,21.6,8.69,3.5,5.75,75,95,,,,,EN,A,,,
ozone,Buzz Z4,2014,2016,paraglider,school,false,45,Porcher Skytex 40 / Skytex 27 classic,3-liner,https://flyozone.com/paragliders/products/gliders/buzz-z4,Standard EN-A/B predecessor to Buzz Z5. 45 cells. 5 sizes XS–L.,ML,28.0,11.71,4.9,23.3,9.03,3.5,6.05,85,105,,,,,EN,A,,,
ozone,Buzz Z4,2014,2016,paraglider,school,false,45,Porcher Skytex 40 / Skytex 27 classic,3-liner,https://flyozone.com/paragliders/products/gliders/buzz-z4,Standard EN-A/B predecessor to Buzz Z5. 45 cells. 5 sizes XS–L.,L,30.0,12.12,4.9,25.0,9.35,3.5,6.35,95,115,,,,,EN,A,,,
ozone,Buzz Z5,2016,2019,paraglider,school,false,45,Dominico 30D,3-liner,https://flyozone.com/paragliders/products/gliders/buzz-z5,Standard EN-A beginner. 5 sizes XS–L.,XS,22.0,10.38,4.9,18.3,8.0,3.5,5.05,55,75,,,,,EN,A,,,
ozone,Buzz Z5,2016,2019,paraglider,school,false,45,Dominico 30D,3-liner,https://flyozone.com/paragliders/products/gliders/buzz-z5,Standard EN-A beginner. 5 sizes XS–L.,S,24.0,10.84,4.9,20.0,8.37,3.5,5.35,65,85,,,,,EN,A,,,
ozone,Buzz Z5,2016,2019,paraglider,school,false,45,Dominico 30D,3-liner,https://flyozone.com/paragliders/products/gliders/buzz-z5,Standard EN-A beginner. 5 sizes XS–L.,MS,26.0,11.29,4.9,21.6,8.69,3.5,5.65,75,95,,,,,EN,A,,,
ozone,Buzz Z5,2016,2019,paraglider,school,false,45,Dominico 30D,3-liner,https://flyozone.com/paragliders/products/gliders/buzz-z5,Standard EN-A beginner. 5 sizes XS–L.,ML,28.0,11.71,4.9,23.3,9.03,3.5,5.95,85,105,,,,,EN,A,,,
ozone,Buzz Z5,2016,2019,paraglider,school,false,45,Dominico 30D,3-liner,https://flyozone.com/paragliders/products/gliders/buzz-z5,Standard EN-A beginner. 5 sizes XS–L.,L,30.0,12.12,4.9,25.0,9.35,3.5,6.25,95,115,,,,,EN,A,,,
ozone,Buzz Z6,2019,2023,paraglider,school,false,47,Dominico 30D / Porcher 9017,3-liner,https://flyozone.com/paragliders/products/gliders/buzz-z6,Standard EN-B beginner/intermediate. 47 cells. 5 sizes XS–L.,XS,22.0,10.59,5.1,18.5,8.27,3.7,4.95,55,75,,,,,EN,B,,,
ozone,Buzz Z6,2019,2023,paraglider,school,false,47,Dominico 30D / Porcher 9017,3-liner,https://flyozone.com/paragliders/products/gliders/buzz-z6,Standard EN-B beginner/intermediate. 47 cells. 5 sizes XS–L.,S,24.0,11.06,5.1,20.2,8.65,3.7,5.25,65,85,,,,,EN,B,,,
ozone,Buzz Z6,2019,2023,paraglider,school,false,47,Dominico 30D / Porcher 9017,3-liner,https://flyozone.com/paragliders/products/gliders/buzz-z6,Standard EN-B beginner/intermediate. 47 cells. 5 sizes XS–L.,MS,26.0,11.52,5.1,21.9,9.0,3.7,5.55,75,95,,,,,EN,B,,,
ozone,Buzz Z6,2019,2023,paraglider,school,false,47,Dominico 30D / Porcher 9017,3-liner,https://flyozone.com/paragliders/products/gliders/buzz-z6,Standard EN-B beginner/intermediate. 47 cells. 5 sizes XS–L.,ML,28.0,11.95,5.1,23.5,9.32,3.7,5.85,85,105,,,,,EN,B,,,
ozone,Buzz Z6,2019,2023,paraglider,school,false,47,Dominico 30D / Porcher 9017,3-liner,https://flyozone.com/paragliders/products/gliders/buzz-z6,Standard EN-B beginner/intermediate. 47 cells. 5 sizes XS–L.,L,30.0,12.37,5.1,25.2,9.66,3.7,6.15,95,115,,,,,EN,B,,,
ozone,Geo,2009,2011,paraglider,school,false,40,Porcher Skytex 36g / 27g classic,3-liner,https://flyozone.com/paragliders/products/gliders/geo,Original lightweight EN-A beginner. 5 sizes XS–L.,XS,22.0,10.06,4.6,18.3,7.89,3.4,4.1,55,75,,,,,EN,A,,,
ozone,Geo,2009,2011,paraglider,school,false,40,Porcher Skytex 36g / 27g classic,3-liner,https://flyozone.com/paragliders/products/gliders/geo,Original lightweight EN-A beginner. 5 sizes XS–L.,S,24.5,10.62,4.6,20.4,8.33,3.4,4.45,65,85,,,,,EN,A,,,
ozone,Geo,2009,2011,paraglider,school,false,40,Porcher Skytex 36g / 27g classic,3-liner,https://flyozone.com/paragliders/products/gliders/geo,Original lightweight EN-A beginner. 5 sizes XS–L.,M,26.5,11.04,4.6,22.1,8.67,3.4,4.75,75,95,,,,,EN,A,,,
ozone,Geo,2009,2011,paraglider,school,false,40,Porcher Skytex 36g / 27g classic,3-liner,https://flyozone.com/paragliders/products/gliders/geo,Original lightweight EN-A beginner. 5 sizes XS–L.,ML,29.0,11.55,4.6,24.2,9.07,3.4,5.1,85,110,,,,,EN,A,,,
ozone,Geo,2009,2011,paraglider,school,false,40,Porcher Skytex 36g / 27g classic,3-liner,https://flyozone.com/paragliders/products/gliders/geo,Original lightweight EN-A beginner. 5 sizes XS–L.,L,32.0,12.13,4.6,26.7,9.53,3.4,5.55,100,125,,,,,EN,A,,,
ozone,Geo 2,2011,2013,paraglider,school,false,42,Porcher Skytex 36g / 27g classic,3-liner,https://flyozone.com/paragliders/products/gliders/geo-2,Lightweight EN-A. 42 cells. 5 sizes XS–L.,XS,22.0,10.22,4.75,18.5,8.1,3.55,4.0,55,75,,,,,EN,A,,,
ozone,Geo 2,2011,2013,paraglider,school,false,42,Porcher Skytex 36g / 27g classic,3-liner,https://flyozone.com/paragliders/products/gliders/geo-2,Lightweight EN-A. 42 cells. 5 sizes XS–L.,S,24.5,10.79,4.75,20.6,8.55,3.55,4.3,65,85,,,,,EN,A,,,
ozone,Geo 2,2011,2013,paraglider,school,false,42,Porcher Skytex 36g / 27g classic,3-liner,https://flyozone.com/paragliders/products/gliders/geo-2,Lightweight EN-A. 42 cells. 5 sizes XS–L.,M,26.5,11.22,4.75,22.2,8.88,3.55,4.6,75,95,,,,,EN,A,,,
ozone,Geo 2,2011,2013,paraglider,school,false,42,Porcher Skytex 36g / 27g classic,3-liner,https://flyozone.com/paragliders/products/gliders/geo-2,Lightweight EN-A. 42 cells. 5 sizes XS–L.,ML,28.5,11.64,4.75,23.9,9.21,3.55,4.9,85,110,,,,,EN,A,,,
ozone,Geo 2,2011,2013,paraglider,school,false,42,Porcher Skytex 36g / 27g classic,3-liner,https://flyozone.com/paragliders/products/gliders/geo-2,Lightweight EN-A. 42 cells. 5 sizes XS–L.,L,31.5,12.23,4.75,26.4,9.68,3.55,5.25,100,120,,,,,EN,A,,,
ozone,Geo 3,2013,2015,paraglider,school,false,44,Porcher Skytex 36g / 27g classic,3-liner,https://flyozone.com/paragliders/products/gliders/geo-3,"Lightweight EN-B. First Geo with EN-B cert. 44 cells, Sharknose. 5 sizes XS–L.",XS,22.0,10.38,4.9,18.5,8.16,3.6,3.9,55,75,,,,,EN,B,,,
ozone,Geo 3,2013,2015,paraglider,school,false,44,Porcher Skytex 36g / 27g classic,3-liner,https://flyozone.com/paragliders/products/gliders/geo-3,"Lightweight EN-B. First Geo with EN-B cert. 44 cells, Sharknose. 5 sizes XS–L.",S,24.0,10.84,4.9,20.2,8.53,3.6,4.15,65,85,,,,,EN,B,,,
ozone,Geo 3,2013,2015,paraglider,school,false,44,Porcher Skytex 36g / 27g classic,3-liner,https://flyozone.com/paragliders/products/gliders/geo-3,"Lightweight EN-B. First Geo with EN-B cert. 44 cells, Sharknose. 5 sizes XS–L.",MS,26.0,11.29,4.9,21.9,8.88,3.6,4.4,75,95,,,,,EN,B,,,
ozone,Geo 3,2013,2015,paraglider,school,false,44,Porcher Skytex 36g / 27g classic,3-liner,https://flyozone.com/paragliders/products/gliders/geo-3,"Lightweight EN-B. First Geo with EN-B cert. 44 cells, Sharknose. 5 sizes XS–L.",ML,28.0,11.71,4.9,23.5,9.2,3.6,4.7,85,105,,,,,EN,B,,,
ozone,Geo 3,2013,2015,paraglider,school,false,44,Porcher Skytex 36g / 27g classic,3-liner,https://flyozone.com/paragliders/products/gliders/geo-3,"Lightweight EN-B. First Geo with EN-B cert. 44 cells, Sharknose. 5 sizes XS–L.",L,30.0,12.12,4.9,25.2,9.52,3.6,5.0,95,115,,,,,EN,B,,,
ozone,Geo 4,2015,2017,paraglider,school,false,44,Porcher Skytex 36g / 27g classic,3-liner,https://flyozone.com/paragliders/products/gliders/geo-4,Lightweight EN-B. 44 cells. 5 sizes XS–L.,XS,22.0,10.44,4.95,18.5,8.22,3.65,3.75,55,75,,,,,EN,B,,,
ozone,Geo 4,2015,2017,paraglider,school,false,44,Porcher Skytex 36g / 27g classic,3-liner,https://flyozone.com/paragliders/products/gliders/geo-4,Lightweight EN-B. 44 cells. 5 sizes XS–L.,S,24.0,10.9,4.95,20.2,8.59,3.65,4.0,65,85,,,,,EN,B,,,
ozone,Geo 4,2015,2017,paraglider,school,false,44,Porcher Skytex 36g / 27g classic,3-liner,https://flyozone.com/paragliders/products/gliders/geo-4,Lightweight EN-B. 44 cells. 5 sizes XS–L.,MS,26.0,11.34,4.95,21.9,8.94,3.65,4.25,75,95,,,,,EN,B,,,
ozone,Geo 4,2015,2017,paraglider,school,false,44,Porcher Skytex 36g / 27g classic,3-liner,https://flyozone.com/paragliders/products/gliders/geo-4,Lightweight EN-B. 44 cells. 5 sizes XS–L.,ML,28.0,11.77,4.95,23.5,9.26,3.65,4.5,85,105,,,,,EN,B,,,
ozone,Geo 4,2015,2017,paraglider,school,false,44,Porcher Skytex 36g / 27g classic,3-liner,https://flyozone.com/paragliders/products/gliders/geo-4,Lightweight EN-B. 44 cells. 5 sizes XS–L.,L,30.0,12.19,4.95,25.2,9.59,3.65,4.8,95,115,,,,,EN,B,,,
ozone,Geo 5,2017,2019,paraglider,school,false,46,Dominico N20D / Porcher (lightweight),3-liner,https://flyozone.com/paragliders/products/gliders/geo-5,Lightweight EN-B. 46 cells. Confirmed weights 3.60–4.45 kg. 5 sizes XS–L.,XS,22.2,10.64,5.1,18.7,8.32,3.7,3.6,55,75,,,,,EN,B,,,
ozone,Geo 5,2017,2019,paraglider,school,false,46,Dominico N20D / Porcher (lightweight),3-liner,https://flyozone.com/paragliders/products/gliders/geo-5,Lightweight EN-B. 46 cells. Confirmed weights 3.60–4.45 kg. 5 sizes XS–L.,S,24.1,11.09,5.1,20.3,8.67,3.7,3.83,65,85,,,,,EN,B,,,
ozone,Geo 5,2017,2019,paraglider,school,false,46,Dominico N20D / Porcher (lightweight),3-liner,https://flyozone.com/paragliders/products/gliders/geo-5,Lightweight EN-B. 46 cells. Confirmed weights 3.60–4.45 kg. 5 sizes XS–L.,MS,25.8,11.47,5.1,21.7,8.96,3.7,4.07,75,95,,,,,EN,B,,,
ozone,Geo 5,2017,2019,paraglider,school,false,46,Dominico N20D / Porcher (lightweight),3-liner,https://flyozone.com/paragliders/products/gliders/geo-5,Lightweight EN-B. 46 cells. Confirmed weights 3.60–4.45 kg. 5 sizes XS–L.,ML,27.5,11.84,5.1,23.2,9.26,3.7,4.27,85,105,,,,,EN,B,,,
ozone,Geo 5,2017,2019,paraglider,school,false,46,Dominico N20D / Porcher (lightweight),3-liner,https://flyozone.com/paragliders/products/gliders/geo-5,Lightweight EN-B. 46 cells. Confirmed weights 3.60–4.45 kg. 5 sizes XS–L.,L,29.0,12.16,5.1,24.4,9.5,3.7,4.45,95,115,,,,,EN,B,,,
ozone,Geo 6,2019,2023,paraglider,school,false,46,Dominico N20D / N10D (lightweight),3-liner,https://flyozone.com/paragliders/products/gliders/geo-6,Lightweight EN-B. Confirmed weights 3.26–4.1 kg. 5 sizes XS–L.,XS,22.2,10.64,5.1,18.5,8.27,3.7,3.26,55,75,,,,,EN,B,,,
ozone,Geo 6,2019,2023,paraglider,school,false,46,Dominico N20D / N10D (lightweight),3-liner,https://flyozone.com/paragliders/products/gliders/geo-6,Lightweight EN-B. Confirmed weights 3.26–4.1 kg. 5 sizes XS–L.,S,24.1,11.09,5.1,20.1,8.62,3.7,3.5,65,85,,,,,EN,B,,,
